name,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
		OtherNonCurrentLiabilities,"7,922,000,000","8,607,000,000","9,453,000,000","8,510,000,000","7,646,000,000","8,021,000,000","4,081,000,000","4,301,000,000","4,389,000,000","3,498,000,000","5,468,000,000","5,420,000,000","4,794,000,000","2,965,000,000","3,401,000,000","3,133,000,000","2,231,000,000","1,730,000,000","2,814,000,000","2,512,000,000","2,260,000,000","961,000,000","1,004,000,000","902,000,000","991,000,000","1,001,000,000","1,182,000,000","966,000,000","855,000,000","725,000,000","658,600,000","493,700,000","332,000,000","294,200,000","505,600,000",,"710,800,000","704,800,000"
TotalEquityGrossMinorityInterest,"25,826,000,000","24,860,000,000","21,284,000,000","21,098,000,000","19,058,000,000","18,977,000,000","23,220,000,000","25,764,000,000","30,561,000,000","33,440,000,000","33,168,000,000","31,921,000,000","31,317,000,000","25,346,000,000","20,472,000,000","21,744,000,000","16,920,000,000","16,355,000,000","15,935,000,000","14,090,000,000","11,800,000,000","11,366,000,000","9,316,000,000","9,513,000,000","8,403,000,000","7,311,000,000","6,156,000,000","5,392,000,000","5,235,000,000","4,584,000,000","3,888,400,000","4,425,800,000","3,849,200,000","3,485,500,000","3,045,300,000","3,223,800,000","3,515,000,000","2,979,100,000"
	StockholdersEquity,"24,105,000,000","22,999,000,000","19,299,000,000","18,981,000,000","16,981,000,000","17,072,000,000","23,062,000,000","25,554,000,000","30,320,000,000","33,173,000,000","32,790,000,000","31,635,000,000","31,003,000,000","24,799,000,000","20,472,000,000","21,744,000,000","16,920,000,000","16,355,000,000","15,935,000,000","14,090,000,000","11,800,000,000","11,366,000,000","9,316,000,000","9,513,000,000","8,403,000,000","7,311,000,000","6,156,000,000","5,392,000,000","5,235,000,000","4,584,000,000","3,888,400,000","4,425,800,000","3,849,200,000","3,485,500,000","3,045,300,000","3,223,800,000","3,515,000,000","2,979,100,000"
		CapitalStock,"1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","880,000,000","880,000,000","880,000,000","880,000,000","880,000,000","878,000,000","877,000,000","875,000,000","874,000,000","873,000,000","873,000,000","870,000,000","867,000,000",,,,,,,,,"75,000,000","300,000,000",,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,000,000","300,000,000",,,,
			CommonStock,"1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","1,760,000,000","880,000,000","880,000,000","880,000,000","880,000,000","880,000,000","878,000,000","877,000,000","875,000,000","874,000,000","873,000,000","873,000,000","870,000,000","867,000,000",,,,,,,,,"0","0",,,,
		AdditionalPaidInCapital,"18,822,000,000","18,116,000,000","17,601,000,000","17,154,000,000","16,520,000,000","15,864,000,000","14,993,000,000","14,016,000,000","13,154,000,000","12,276,000,000","11,379,000,000","11,212,000,000","10,057,000,000","8,537,000,000","7,966,000,000","7,378,000,000","5,983,000,000","5,492,000,000","4,928,000,000","4,395,000,000","3,857,000,000","3,520,000,000","3,196,000,000","2,584,000,000",,,,,,,,,,,,,,
		RetainedEarnings,"71,019,000,000","69,094,000,000","66,555,000,000","65,810,000,000","63,234,000,000","60,430,000,000","65,502,000,000","65,018,000,000","63,408,000,000","61,660,000,000","58,045,000,000","53,550,000,000","49,278,000,000","41,537,000,000","38,513,000,000","36,235,000,000","33,468,000,000","31,299,000,000","29,105,000,000","26,687,000,000","24,506,000,000","23,443,000,000","21,265,000,000","20,773,000,000","19,922,000,000","17,869,000,000","15,127,000,000","12,882,000,000","11,006,000,000","9,458,000,000","8,165,000,000","7,425,500,000","6,447,600,000","5,618,300,000","4,385,100,000","3,783,600,000","3,624,000,000","3,092,300,000"
		TreasuryStock,"52,601,000,000","51,641,000,000","52,016,000,000","52,244,000,000","51,719,000,000","50,677,000,000","47,988,000,000","45,066,000,000","42,225,000,000","39,091,000,000","35,009,000,000","31,304,000,000","27,762,000,000","25,398,000,000","24,213,000,000","23,375,000,000","22,118,000,000","19,644,000,000","17,625,000,000","15,871,000,000","14,389,000,000","13,682,000,000","13,293,000,000","13,160,000,000",,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-14,895,000,000","-14,330,000,000","-14,601,000,000","-13,499,000,000","-12,814,000,000","-10,305,000,000","-11,205,000,000","-10,174,000,000","-5,777,000,000","-3,432,000,000","-3,385,000,000","-2,703,000,000","-1,450,000,000","-757,000,000","-2,674,000,000","626,000,000","-1,291,000,000","-1,669,000,000","-1,348,000,000","-1,995,000,000","-3,047,000,000","-2,788,000,000","-2,722,000,000","-1,551,000,000",,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,"591,000,000","-984,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"-14,895,000,000","-14,330,000,000","-14,601,000,000","-13,499,000,000","-12,814,000,000","-10,305,000,000","-11,205,000,000","-10,174,000,000","-5,777,000,000","-3,432,000,000","-3,385,000,000",,,,,"35,000,000","-307,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,"-11,519,000,000","-10,558,000,000","-8,971,000,000","-7,490,000,000","-5,771,000,000","-4,874,000,000","-4,276,600,000","-2,999,700,000","-2,673,400,000","-2,432,800,000","-1,339,800,000","-559,800,000","-109,000,000","-113,200,000"
	MinorityInterest,"1,721,000,000","1,861,000,000","1,985,000,000","2,117,000,000","2,077,000,000","1,905,000,000","158,000,000","210,000,000","241,000,000","267,000,000","378,000,000","286,000,000","314,000,000","547,000,000",,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"60,482,000,000","61,115,000,000","59,424,000,000","46,497,000,000","42,357,000,000","48,254,000,000","52,746,000,000","53,865,000,000","49,383,000,000","52,327,000,000","47,526,000,000","45,291,000,000","45,044,000,000","29,858,000,000","23,253,000,000","25,021,000,000","18,234,000,000","17,509,000,000","17,092,000,000","16,607,000,000","14,501,000,000","12,585,000,000","10,151,000,000","10,367,000,000","9,090,000,000","8,112,000,000","7,272,000,000","6,533,000,000","6,661,000,000","6,012,000,000","5,008,500,000","5,411,100,000","4,385,100,000","4,034,200,000","3,806,400,000","4,027,200,000","4,526,200,000","3,868,300,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,000,000","300,000,000",,,,
CommonStockEquity,"24,105,000,000","22,999,000,000","19,299,000,000","18,981,000,000","16,981,000,000","17,072,000,000","23,062,000,000","25,554,000,000","30,320,000,000","33,173,000,000","32,790,000,000","31,635,000,000","31,003,000,000","24,799,000,000","20,472,000,000","21,744,000,000","16,920,000,000","16,355,000,000","15,935,000,000","14,090,000,000","11,800,000,000","11,366,000,000","9,316,000,000","9,513,000,000","8,403,000,000","7,311,000,000","6,156,000,000","5,392,000,000","5,235,000,000","4,584,000,000","3,888,400,000","4,425,800,000","3,774,200,000","3,185,500,000","3,045,300,000","3,223,800,000","3,515,000,000","2,979,100,000"
NetTangibleAssets,"-9,526,000,000","-11,614,000,000","-9,251,000,000","-7,785,000,000","-4,606,000,000","436,000,000","1,934,000,000","1,422,000,000","3,948,000,000","5,562,000,000","5,453,000,000","3,966,000,000","11,605,000,000","11,971,000,000","7,967,000,000","9,525,000,000","11,785,000,000","12,534,000,000","12,099,000,000","10,101,000,000","8,247,000,000","8,787,000,000","7,399,000,000","7,553,000,000","7,856,000,000","6,584,000,000","5,403,000,000","4,448,000,000","4,575,000,000","4,035,000,000","3,505,100,000","4,122,100,000","3,574,100,000","3,253,500,000","2,988,800,000","3,149,600,000","2,855,900,000","2,306,700,000"
WorkingCapital,"2,867,000,000","2,595,000,000","4,639,000,000","-6,562,000,000","-3,852,000,000","9,351,000,000","7,478,000,000","6,466,000,000","612,000,000","3,493,000,000","2,507,000,000","1,214,000,000","3,071,000,000","3,830,000,000","-812,000,000","-1,120,000,000","-449,000,000","414,000,000","1,123,000,000","510,000,000","11,000,000","-1,258,000,000","-2,701,000,000","-3,376,000,000","-2,260,000,000","-1,410,000,000","-1,496,000,000","-1,898,000,000","-972,000,000","-737,000,000","-1,055,500,000","26,600,000","-153,700,000","-54,500,000","376,500,000","17,700,000","984,600,000","966,500,000"
InvestedCapital,"63,254,000,000","65,760,000,000","62,092,000,000","61,744,000,000","61,195,000,000","64,757,000,000","68,771,000,000","69,670,000,000","72,065,000,000","70,252,000,000","65,400,000,000","60,203,000,000","54,420,000,000","36,658,000,000","29,784,000,000","31,073,000,000","21,502,000,000","22,055,000,000","23,113,000,000","19,513,000,000","17,156,000,000","16,484,000,000","14,967,000,000","15,740,000,000","13,552,000,000","11,186,000,000","10,669,000,000","9,456,000,000","8,744,000,000","7,684,000,000","7,095,800,000","6,713,400,000","6,311,000,000","5,166,400,000","5,169,800,000","5,926,200,000","5,251,300,000","4,294,400,000"
TangibleBookValue,"-9,526,000,000","-11,614,000,000","-9,251,000,000","-7,785,000,000","-4,606,000,000","436,000,000","1,934,000,000","1,422,000,000","3,948,000,000","5,562,000,000","5,453,000,000","3,966,000,000","11,605,000,000","11,971,000,000","7,967,000,000","9,525,000,000","11,785,000,000","12,534,000,000","12,099,000,000","10,101,000,000","8,247,000,000","8,787,000,000","7,399,000,000","7,553,000,000","7,856,000,000","6,584,000,000","5,403,000,000","4,448,000,000","4,575,000,000","4,035,000,000","3,505,100,000","4,122,100,000","3,499,100,000","2,953,500,000","2,988,800,000","3,149,600,000","2,855,900,000","2,306,700,000"
TotalDebt,"39,149,000,000","42,761,000,000","42,793,000,000","42,763,000,000","44,214,000,000","47,685,000,000","45,709,000,000","44,116,000,000","41,745,000,000","37,079,000,000","32,610,000,000","28,568,000,000","23,417,000,000","11,859,000,000","9,312,000,000","9,329,000,000","4,582,000,000","5,700,000,000","7,178,000,000","5,423,000,000","5,356,000,000","5,118,000,000","5,651,000,000","6,227,000,000","5,149,000,000","3,875,000,000","4,513,000,000","4,064,000,000","3,509,000,000","3,100,000,000","3,207,400,000","2,287,600,000","2,536,800,000","1,980,900,000","2,124,500,000","2,702,400,000","1,736,300,000","1,315,300,000"
NetDebt,"29,630,000,000","33,077,000,000","35,998,000,000","36,283,000,000","35,137,000,000","41,679,000,000","37,154,000,000","36,807,000,000","32,787,000,000","26,665,000,000","24,168,000,000","15,765,000,000","14,900,000,000","2,708,000,000","4,611,000,000","5,236,000,000","2,142,000,000","999,000,000","471,000,000","2,061,000,000","3,230,000,000","3,252,000,000","3,832,000,000","4,616,000,000","3,501,000,000","2,138,000,000","3,080,000,000","2,897,000,000","2,123,000,000","2,102,000,000","2,251,800,000","1,229,300,000","1,107,200,000","884,900,000","893,300,000","1,234,100,000","848,600,000","450,100,000"
ShareIssued,"7,040,000,000","7,040,128,924","7,040,128,924","7,040,128,924","7,040,128,924","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,040,000,000","7,034,000,000","4,636,000,000","4,636,000,000","4,738,000,000","4,818,677,134","4,883,063,568","4,941,958,274","4,972,454,646","4,969,522,814","4,943,152,000","4,931,034,000","4,941,258,000","4,961,986,000","5,009,196,000","5,103,732,000","5,189,812,000","5,227,084,000","5,315,840,000","5,345,912,000","5,392,240,000","5,676,624,000","5,957,696,000","6,160,176,000","6,181,904,000"
OrdinarySharesNumber,"4,328,000,000","4,325,128,924","4,302,128,924","4,280,128,924","4,268,128,924","4,259,000,000","4,288,000,000","4,324,000,000","4,366,000,000","4,402,000,000","4,469,000,000","4,526,000,000","4,584,000,000","4,606,000,000","4,620,000,000","4,636,000,000","4,636,000,000","4,738,000,000","4,818,677,134","4,883,063,568","4,941,958,274","4,972,454,646","4,969,522,814","4,943,152,000","4,931,034,000","4,941,258,000","4,961,986,000","5,009,196,000","5,103,732,000","5,189,812,000","5,227,084,000","5,315,840,000","5,345,912,000","5,392,240,000","5,676,624,000","5,957,696,000","6,160,176,000","6,181,904,000"
TreasurySharesNumber,"2,712,000,000","2,715,000,000","2,738,000,000","2,760,000,000","2,772,000,000","2,781,000,000","2,752,000,000","2,716,000,000","2,674,000,000","2,638,000,000","2,571,000,000","2,514,000,000","2,456,000,000","2,434,000,000","2,414,000,000",,,,,,,,,,,,,,,,,,,,,,,
